productId,productName,category,manufacturer,price,unit,minOrderQty,stockQty,leadTimeDays,warehouseLocation,weight,dimensions,restrictedStates,applicableProjectTypes,certifications,ecoFriendly,recyclable,sustainableSource,warrantyYears,fireRating,installationDifficulty,description
P1106,Stain,Paint,ConstructMax,198.98,sqft,100,2975,10,AK,77.36,42.5x29.7x32.5,OH,Residential;Renovation;New Construction,CE Marked,No,No,No,25,Class A,Professional Required,ConstructMax Stain - Premium quality paint product for construction projects.
P1107,Valve,Plumbing,PremiumPro,254.57,ea,25,1580,11,WI,22.86,107.3x19.3x14.6,NV;CO;SC;AK,New Construction;Industrial;Infrastructure;Residential,,No,No,No,5,,Professional Required,PremiumPro Valve - Premium quality plumbing product for construction projects.
P1108,Lock Set,Hardware,IndustryLeader,33.48,box,50,1180,10,VT,114.31,101.3x47.9x9,VA,Commercial;Infrastructure,,No,No,No,5,Class A,Complex,IndustryLeader Lock Set - Premium quality hardware product for construction projects.
P1109,Picture Window,Windows,PremiumPro,1036.66,box,10,947,27,AZ,76.1,134.5x51.3x37,IN;RI,Renovation;Residential,Energy Star;UL Listed,No,No,No,5,Class B,Moderate,PremiumPro Picture Window - Premium quality windows product for construction projects.
P1110,Ceramic Tile,Flooring,TrustedBrand,290.97,ea,10,4395,19,RI,185.93,145.8x33.1x16,,Residential;Industrial,Energy Star,No,No,No,1,Class C,Professional Required,TrustedBrand Ceramic Tile - Premium quality flooring product for construction projects.
P1111,Hinges,Hardware,EcoConstruct,162.72,ft,100,2358,14,WA,169.71,34.1x12.4x11.7,PA;TX;TN,Infrastructure;Commercial,,No,No,No,1,Class A,Moderate,EcoConstruct Hinges - Premium quality hardware product for construction projects.
P1112,Air Handler,HVAC,PremiumPro,873.83,box,100,425,24,AL,33.23,128.2x11.8x25.2,MI;HI;NH,Commercial;New Construction;Renovation,,No,Yes,Yes,5,,Complex,PremiumPro Air Handler - Premium quality hvac product for construction projects.
P1113,Toilet,Fixtures,QualityMaterials,254.8,box,100,2379,18,IN,195.34,81.3x8.7x43.7,NV;CO;SC;ID,Infrastructure;New Construction;Industrial;Residential,FSC Certified;LEED Certified,Yes,No,No,1,Class C,Easy,QualityMaterials Toilet - Premium quality fixtures product for construction projects.
P1114,Level,Tools,ConstructMax,95.92,ft,10,995,2,HI,54.71,112.3x21.3x33.7,WV;AK;CA;MN,Residential;Industrial;New Construction;Commercial,UL Listed,No,No,No,0,Class A,Easy,ConstructMax Level - Premium quality tools product for construction projects.
P1115,Clay Tile,Roofing,ProBuild,191.94,ft,50,1617,17,CT,102.79,131.5x37.7x8.4,,New Construction;Renovation;Residential;Industrial,Green Guard,No,No,Yes,25,Class C,Complex,ProBuild Clay Tile - Premium quality roofing product for construction projects.
P1116,Cabinet Hardware,Fixtures,ValueBuilders,208.45,box,1,3345,9,OK,39.77,65.1x36.5x18,LA,Industrial;Infrastructure;New Construction,,No,No,Yes,0,Class A,Complex,ValueBuilders Cabinet Hardware - Premium quality fixtures product for construction projects.
P1117,Exterior Acrylic,Paint,IndustryLeader,39.17,sqft,1,2931,1,UT,125.77,37.5x35.1x20.7,TN;NY;OK,Renovation;New Construction;Industrial,Energy Star;UL Listed,No,No,Yes,1,Class C,Complex,IndustryLeader Exterior Acrylic - Premium quality paint product for construction projects.
P1118,Entry Door,Doors,IndustryLeader,665.18,ft,1,136,26,IN,103.63,70.8x36.9x5.5,,Industrial,ISO 9001,Yes,No,Yes,5,,Professional Required,IndustryLeader Entry Door - Premium quality doors product for construction projects.
P1119,Steel Plate,Steel,MegaSupply,90.4,bundle,100,558,15,FL,161.35,141.6x43.2x35.7,MT;LA,Commercial;Renovation,,No,Yes,No,5,Class B,Professional Required,MegaSupply Steel Plate - Premium quality steel product for construction projects.
P1120,Fiberglass Batt,Insulation,ProBuild,111.53,box,50,4361,1,NM,139.65,83.8x6.2x35.1,KY;MO,Industrial;Renovation,CE Marked,Yes,No,Yes,5,Class A,Easy,ProBuild Fiberglass Batt - Premium quality insulation product for construction projects.
P1121,Faucet,Plumbing,IndustryLeader,29.33,ea,1,3836,22,WV,116.81,25.4x46.8x25.4,MA;OK,New Construction;Renovation;Commercial,CE Marked,No,No,No,10,,Professional Required,IndustryLeader Faucet - Premium quality plumbing product for construction projects.
P1122,Bay Window,Windows,EcoConstruct,444.68,box,10,392,30,NE,25.8,129x31.5x46.1,IL;FL;UT,New Construction;Residential,,No,No,Yes,0,,Professional Required,EcoConstruct Bay Window - Premium quality windows product for construction projects.
P1123,Circuit Breaker,Electrical,BuildCo,62.59,ft,10,2968,1,NM,28.46,76.9x38.2x10.8,MA;AR,Commercial;Infrastructure;Residential,LEED Certified;Energy Star,No,Yes,No,2,Class B,Moderate,BuildCo Circuit Breaker - Premium quality electrical product for construction projects.
P1124,I-Beam,Steel,IndustryLeader,481.82,sqft,100,1454,27,NJ,160.82,26.6x31.5x22.4,AZ;TN,Renovation;Commercial;Infrastructure,UL Listed;Energy Star,No,Yes,No,5,Class A,Easy,IndustryLeader I-Beam - Premium quality steel product for construction projects.
P1125,Interior Latex,Paint,MegaSupply,150.55,ft,10,2176,2,PA,168.22,79.6x18.1x29.9,IL;HI;DE;MS,Infrastructure;Industrial;Residential,FSC Certified,Yes,Yes,Yes,0,Class C,Moderate,MegaSupply Interior Latex - Premium quality paint product for construction projects.
P1126,Bolts,Hardware,ConstructMax,289.39,box,25,1029,7,AK,32.56,53.7x42.9x21.4,NV;MI;UT;WV,Commercial;New Construction;Renovation;Residential,UL Listed,No,No,No,10,,Complex,ConstructMax Bolts - Premium quality hardware product for construction projects.
P1127,Rebar,Steel,PremiumPro,511.22,bundle,100,3197,14,OH,154.8,36.3x39.8x27.1,TX,Commercial;Renovation,,Yes,Yes,Yes,2,Class B,Moderate,PremiumPro Rebar - Premium quality steel product for construction projects.
P1128,Heat Pump,HVAC,EcoConstruct,3345.23,bundle,50,642,11,IA,156.52,105.3x20.3x8.1,MA;TX;IL,Renovation;Commercial;Infrastructure;New Construction,Energy Star,Yes,No,No,0,Class B,Professional Required,EcoConstruct Heat Pump - Premium quality hvac product for construction projects.
P1129,Laminate,Flooring,ConstructMax,311.88,ea,100,4052,30,VT,156.73,107.4x46x8.7,,Commercial;Residential;Renovation,FSC Certified,No,No,Yes,0,Class B,Moderate,ConstructMax Laminate - Premium quality flooring product for construction projects.
P1130,Interior Door,Doors,ProBuild,238.83,box,1,2452,24,MN,115.02,125.3x11.3x42.2,FL,Infrastructure;Industrial;Commercial,FSC Certified;Energy Star,No,No,Yes,10,Class B,Professional Required,ProBuild Interior Door - Premium quality doors product for construction projects.
P1131,Interior Latex,Paint,MegaSupply,271.36,ft,100,3591,13,PA,150.79,117.5x25.7x25.8,,Industrial;New Construction,,No,Yes,Yes,1,Class B,Moderate,MegaSupply Interior Latex - Premium quality paint product for construction projects.
P1132,Saw,Tools,QualityMaterials,226.19,box,1,504,3,NE,172.17,91.9x6.2x25.6,DE;NE;AR,Renovation;Infrastructure,LEED Certified;ASTM Compliant,No,No,No,0,,Complex,QualityMaterials Saw - Premium quality tools product for construction projects.
P1133,Bolts,Hardware,QualityMaterials,220.91,bundle,50,858,27,CT,133.1,19x50.7x51.4,NH,Renovation;Infrastructure,LEED Certified,No,No,No,10,Class A,Professional Required,QualityMaterials Bolts - Premium quality hardware product for construction projects.
P1134,2x8,Lumber,BuildCo,32.85,ea,10,4611,13,IN,147.09,120x22.9x31.8,MA;UT;NV,Industrial;Infrastructure;New Construction,,Yes,Yes,Yes,2,,Moderate,BuildCo 2x8 - Premium quality lumber product for construction projects.
P1135,Double Hung,Windows,BuildCo,672.04,sqft,50,3202,25,MO,90.45,54.3x25.1x45.9,,Commercial;Infrastructure,CE Marked;ISO 9001,No,Yes,No,0,Class B,Moderate,BuildCo Double Hung - Premium quality windows product for construction projects.
P1136,Faucet,Plumbing,ConstructMax,60.83,ea,25,2472,13,WA,162.33,153.4x38.4x27.6,VT;IL;TX;GA,Infrastructure;Renovation;Industrial;New Construction,,No,No,Yes,2,,Easy,ConstructMax Faucet - Premium quality plumbing product for construction projects.
P1137,Stain,Paint,IndustryLeader,183.77,ea,25,1565,8,NM,63.04,73.1x30.3x34,IN,New Construction;Residential;Infrastructure,Energy Star,No,No,Yes,10,,Moderate,IndustryLeader Stain - Premium quality paint product for construction projects.
P1138,Nail Gun,Tools,BuildCo,236.78,box,10,4797,23,GA,84.46,79.7x46.4x16.4,SC;MT;FL,Infrastructure;Residential;Commercial,Energy Star;ISO 9001,Yes,Yes,No,5,Class B,Easy,BuildCo Nail Gun - Premium quality tools product for construction projects.
P1139,Carpet Tile,Flooring,TrustedBrand,55.15,bundle,50,1881,22,IL,147.92,103.2x9.7x21,MN;MI;OH,Residential;New Construction;Commercial;Infrastructure,FSC Certified,No,Yes,No,25,Class A,Moderate,TrustedBrand Carpet Tile - Premium quality flooring product for construction projects.
P1140,Precast Panel,Concrete,IndustryLeader,36.61,bundle,100,4244,26,AK,200.75,61.6x13.4x25.8,,Commercial;Residential;Infrastructure,FSC Certified,No,Yes,No,25,Class B,Complex,IndustryLeader Precast Panel - Premium quality concrete product for construction projects.
P1141,Nail Gun,Tools,TrustedBrand,273.94,sqft,100,2137,12,NE,29.83,40.4x46.2x27,IA,New Construction;Infrastructure;Renovation,FSC Certified;LEED Certified,No,Yes,Yes,1,Class B,Professional Required,TrustedBrand Nail Gun - Premium quality tools product for construction projects.
P1142,Cabinet Hardware,Fixtures,BuildCo,304.16,bundle,100,2421,14,AK,63.44,62.9x11.9x21.3,,New Construction;Residential;Industrial;Renovation,CE Marked,No,Yes,No,10,,Easy,BuildCo Cabinet Hardware - Premium quality fixtures product for construction projects.
P1143,Plywood,Lumber,ValueBuilders,21.97,bundle,25,2345,11,FL,166.86,132.1x16.9x12.8,,Commercial;New Construction;Renovation;Industrial;Infrastructure,UL Listed,No,Yes,Yes,1,Class A,Moderate,ValueBuilders Plywood - Premium quality lumber product for construction projects.
P1144,Level,Tools,EcoConstruct,300.77,sqft,10,3973,24,PA,63.42,107.3x35.4x12.1,,Industrial;New Construction;Residential;Renovation,,No,Yes,Yes,10,Class C,Complex,EcoConstruct Level - Premium quality tools product for construction projects.
P1145,PVC Pipe,Plumbing,QualityMaterials,291.11,box,50,4620,2,ID,80.48,55.5x7.6x45.7,IL,New Construction;Infrastructure,FSC Certified;Energy Star,No,Yes,Yes,25,,Professional Required,QualityMaterials PVC Pipe - Premium quality plumbing product for construction projects.
P1146,Shower Head,Fixtures,BuildCo,40.12,sqft,1,1663,19,KY,190.5,61.9x4.2x12.4,IN,Renovation;New Construction;Infrastructure;Industrial,ASTM Compliant,Yes,No,No,2,,Complex,BuildCo Shower Head - Premium quality fixtures product for construction projects.
P1147,Copper Pipe,Plumbing,ProBuild,127.13,ft,10,1588,2,WI,121.09,127.6x10.4x45.7,OK;ID,New Construction;Industrial,,Yes,Yes,No,2,Class C,Professional Required,ProBuild Copper Pipe - Premium quality plumbing product for construction projects.
P1148,Steel Beam,Steel,ValueBuilders,516.75,bundle,50,2968,13,IL,47.73,87x19.8x14.9,,Commercial;Infrastructure,Energy Star,No,Yes,No,10,Class C,Moderate,ValueBuilders Steel Beam - Premium quality steel product for construction projects.
P1149,Shower Head,Fixtures,QualityMaterials,279.03,bundle,10,463,12,OH,163.19,119.6x13.9x51,WA;OH;MA,Commercial;New Construction;Infrastructure,Energy Star,No,No,No,2,Class A,Professional Required,QualityMaterials Shower Head - Premium quality fixtures product for construction projects.
P1150,Ready Mix,Concrete,PremiumPro,57.63,ft,1,3367,29,WI,134.48,39.4x18.1x24.4,AR;OH,Residential;Renovation;Industrial,Green Guard,Yes,No,Yes,0,Class C,Moderate,PremiumPro Ready Mix - Premium quality concrete product for construction projects.
P1151,I-Beam,Steel,ConstructMax,426.54,bundle,25,2603,28,IL,21.47,107.3x27.7x19.1,MI,Infrastructure;Residential,,No,No,No,2,Class B,Easy,ConstructMax I-Beam - Premium quality steel product for construction projects.
P1152,Moisture Resistant,Drywall,ValueBuilders,236.07,box,10,2821,18,IA,106.26,94.9x50.5x39.6,PA,Infrastructure,,No,Yes,Yes,5,Class C,Professional Required,ValueBuilders Moisture Resistant - Premium quality drywall product for construction projects.
P1153,Thermostat,HVAC,ValueBuilders,3097.73,box,100,3530,7,WV,97.67,146.7x33.3x25.7,MO,Renovation;Infrastructure,,No,Yes,No,0,Class A,Professional Required,ValueBuilders Thermostat - Premium quality hvac product for construction projects.
P1154,Ductwork,HVAC,QualityMaterials,1118.56,ft,50,4589,15,SC,193.02,12.3x31.4x16.7,NM;NY;LA,Infrastructure;Commercial,Green Guard,No,No,Yes,2,Class A,Complex,QualityMaterials Ductwork - Premium quality hvac product for construction projects.
P1155,Screws,Hardware,PremiumPro,150.57,ea,50,1373,28,DE,6.33,143.7x33.2x4.8,CA;ME;CT;MT,Renovation;Infrastructure;Residential,,No,Yes,Yes,10,,Moderate,PremiumPro Screws - Premium quality hardware product for construction projects.
P1156,Interior Latex,Paint,IndustryLeader,103.89,ea,25,376,26,AZ,51.99,103.9x38.2x18.6,,New Construction;Commercial,,No,No,Yes,1,Class C,Easy,IndustryLeader Interior Latex - Premium quality paint product for construction projects.
P1157,Garage Door,Doors,ProBuild,721.94,box,50,3855,30,MS,22.46,119x7.1x24.7,CA,Industrial;Renovation;Commercial;Residential,ASTM Compliant;LEED Certified,Yes,No,No,5,Class C,Complex,ProBuild Garage Door - Premium quality doors product for construction projects.
P1158,Clay Tile,Roofing,TrustedBrand,211.56,sqft,1,1112,8,NJ,55.84,44.2x5.7x37.9,,Commercial;Renovation;New Construction,,No,Yes,Yes,1,Class A,Professional Required,TrustedBrand Clay Tile - Premium quality roofing product for construction projects.
P1159,Nail Gun,Tools,PremiumPro,213.27,box,50,3094,20,GA,124.4,59.4x22.5x30,RI;AK;NY;NM,Infrastructure;Commercial;New Construction;Renovation,Energy Star;FSC Certified,No,No,No,2,Class C,Complex,PremiumPro Nail Gun - Premium quality tools product for construction projects.
P1160,Ventilation Fan,HVAC,ProBuild,2986.3,sqft,1,2386,29,HI,134,63.8x45.4x28.9,NM,Industrial;Renovation;Residential;New Construction,CE Marked;Energy Star,No,No,Yes,10,Class C,Complex,ProBuild Ventilation Fan - Premium quality hvac product for construction projects.
P1161,Sink,Fixtures,ProBuild,158.08,ft,50,2280,7,CT,68.26,144.3x33.3x50.5,WI;UT;TX,New Construction;Residential;Industrial;Commercial,Energy Star;UL Listed,Yes,No,Yes,1,,Easy,ProBuild Sink - Premium quality fixtures product for construction projects.
P1162,Casement,Windows,QualityMaterials,600.3,ft,100,4059,27,NJ,190.2,146.8x36.3x9.5,,Infrastructure;Renovation,,No,No,No,1,Class C,Moderate,QualityMaterials Casement - Premium quality windows product for construction projects.
P1163,Bolts,Hardware,ValueBuilders,235.72,sqft,50,2910,6,TN,112.68,103.9x45.9x11.6,DE;AK,Renovation;Commercial,Energy Star,No,Yes,No,2,Class A,Easy,ValueBuilders Bolts - Premium quality hardware product for construction projects.
P1164,Metal Roofing,Roofing,QualityMaterials,236.99,ft,100,1973,26,CA,24.42,19.8x27.5x17.8,KS,Renovation,UL Listed,No,Yes,Yes,10,Class A,Professional Required,QualityMaterials Metal Roofing - Premium quality roofing product for construction projects.
P1165,Hardwood,Flooring,QualityMaterials,315.82,sqft,10,3752,1,NJ,89.78,92.2x22x13.2,NE,Commercial;Infrastructure,ASTM Compliant,No,No,Yes,5,Class A,Moderate,QualityMaterials Hardwood - Premium quality flooring product for construction projects.
P1166,Sliding,Windows,ValueBuilders,553.59,ea,1,4095,2,NH,66.3,46.7x23.4x51.5,,Infrastructure;New Construction;Renovation;Industrial;Residential,FSC Certified,No,No,Yes,5,Class A,Moderate,ValueBuilders Sliding - Premium quality windows product for construction projects.
P1167,Corner Bead,Drywall,IndustryLeader,275.01,ea,50,4897,18,OH,141.42,73.2x13.1x33.1,NC;AL;RI,Infrastructure;Commercial;Renovation,,Yes,No,Yes,10,,Easy,IndustryLeader Corner Bead - Premium quality drywall product for construction projects.
P1168,Metal Roofing,Roofing,IndustryLeader,263.78,box,1,788,10,IA,40.11,90.8x12.2x46.1,NC,Residential;New Construction;Industrial;Commercial,,No,No,No,0,Class B,Easy,IndustryLeader Metal Roofing - Premium quality roofing product for construction projects.
P1169,Ductwork,HVAC,TrustedBrand,2136.53,ea,25,2087,13,OR,157.07,58.8x47.9x43.4,IL;NH;WV,Industrial;Infrastructure;Commercial,,Yes,No,Yes,25,Class A,Complex,TrustedBrand Ductwork - Premium quality hvac product for construction projects.
P1170,Toilet,Fixtures,TrustedBrand,44.6,sqft,50,647,21,NV,66.35,98x51.8x6.2,CA;TX;NH,Commercial;Residential;New Construction,ASTM Compliant;FSC Certified,No,No,No,0,,Complex,TrustedBrand Toilet - Premium quality fixtures product for construction projects.
P1171,EPDM Rubber,Roofing,MegaSupply,22.47,ft,10,2876,11,DE,130.25,16.2x16.8x34.8,MO,Renovation;New Construction;Commercial;Industrial,UL Listed;FSC Certified,No,Yes,Yes,25,Class C,Complex,MegaSupply EPDM Rubber - Premium quality roofing product for construction projects.
P1172,Air Handler,HVAC,BuildCo,3408.9,bundle,25,107,23,MS,29.02,88.3x4x30.6,ID;WY;FL;WV,New Construction;Residential,CE Marked;ISO 9001,No,No,Yes,2,Class A,Professional Required,BuildCo Air Handler - Premium quality hvac product for construction projects.
P1173,Mineral Wool,Insulation,BuildCo,260.45,sqft,25,3859,14,WI,147.76,36.8x36.7x50.9,MS;OH,Renovation;Residential,UL Listed;Green Guard,No,No,No,1,Class A,Easy,BuildCo Mineral Wool - Premium quality insulation product for construction projects.
P1174,Bathtub,Fixtures,ProBuild,46.3,ea,100,914,8,NH,48.91,154.3x45.2x14.2,NV;GA,Commercial;Industrial;New Construction,Energy Star;FSC Certified,No,No,No,0,Class B,Easy,ProBuild Bathtub - Premium quality fixtures product for construction projects.
P1175,I-Beam,Steel,TrustedBrand,271.25,ea,50,732,27,MS,62.4,153x18.4x10.5,OR;MA,Commercial;New Construction;Renovation;Infrastructure;Industrial,CE Marked;Energy Star,No,No,Yes,5,Class B,Professional Required,TrustedBrand I-Beam - Premium quality steel product for construction projects.
P1176,Metal Stud,Steel,TrustedBrand,422.87,ft,25,4480,26,ND,184.12,69.6x8.7x5.2,,Industrial;New Construction,FSC Certified,Yes,Yes,Yes,25,Class A,Moderate,TrustedBrand Metal Stud - Premium quality steel product for construction projects.
P1177,Ductwork,HVAC,IndustryLeader,2336.75,bundle,1,1377,26,NJ,72.96,45.8x51.6x10.4,MT;NM,New Construction;Residential;Commercial,Green Guard,Yes,Yes,No,10,Class A,Moderate,IndustryLeader Ductwork - Premium quality hvac product for construction projects.
P1178,Power Drill,Tools,BuildCo,149.72,bundle,50,837,23,KY,23.53,75.5x19.7x14.2,NJ;KY;SD;AK,Industrial;New Construction,ISO 9001;CE Marked,No,No,Yes,2,Class C,Easy,BuildCo Power Drill - Premium quality tools product for construction projects.
P1179,Vinyl Plank,Flooring,ConstructMax,36.63,box,10,3759,19,CA,82.22,148.9x34x46.5,CA;WI;AZ;TN,Infrastructure;Commercial;Residential,,No,Yes,Yes,1,,Professional Required,ConstructMax Vinyl Plank - Premium quality flooring product for construction projects.
